idMiembroActivo,carnet,tipo
1893,201338267,Profesor visitante
1894,201741593,Profesor visitante
1895,200023333,Estudiante
1896,200722921,Profesor visitante
1897,201567428,Estudiante
1898,200923775,Profesor visitante
1899,201646765,Estudiante
1900,200787376,Profesor titular
1901,201191386,Profesor visitante
1902,200278976,Profesor visitante
1903,201250968,Profesor titular
1904,201409944,Estudiante
1905,200124146,Estudiante
1906,201267637,Profesor visitante
1907,200285965,Profesor visitante
1908,200883241,Profesor titular
1909,200197428,Empleado
1910,202224788,Profesor titular
1911,200808757,Empleado
1912,200194876,Profesor titular
1913,201888218,Empleado
1914,201431628,Empleado
1915,200178450,Profesor titular
1916,201876676,Estudiante
1917,201669346,Estudiante
1918,200436546,Empleado
1919,201331903,Profesor titular
1920,201623449,Profesor visitante
1921,201783426,Profesor titular
1922,200511982,Estudiante
1923,200947149,Profesor titular
1924,201216902,Profesor titular
1925,202317812,Empleado
1926,200243992,Empleado
1927,201940616,Profesor visitante
1928,200074033,Profesor visitante
1929,201647022,Empleado
1930,202213792,Profesor titular
1931,201892129,Profesor visitante
1932,202019530,Empleado
1933,202085063,Estudiante
1934,200660212,Profesor titular
1935,200772569,Estudiante
1936,202154120,Profesor visitante
1937,201455783,Estudiante
1938,201696569,Empleado
1939,200883839,Empleado
1940,200797026,Empleado
1941,202181928,Profesor visitante
1942,200968469,Profesor visitante
1943,202272150,Estudiante
1944,201736929,Estudiante
1945,201681557,Profesor visitante
1946,200431119,Profesor visitante
1947,200296801,Empleado
1948,202056555,Profesor visitante
1949,202058640,Estudiante
1950,200390375,Estudiante
1951,200943067,Profesor visitante
1952,200316054,Empleado
1953,201597903,Profesor visitante
1954,201222823,Profesor titular
1955,200823707,Estudiante
1956,200027213,Empleado
1957,201059447,Estudiante
1958,200030116,Profesor visitante
1959,200376645,Empleado
1960,200380543,Empleado
1961,201055230,Estudiante
1962,201357663,Profesor titular
1963,200580264,Profesor titular
1964,200312614,Profesor visitante
1965,201915625,Profesor titular
1966,200283563,Empleado
1967,202170464,Empleado
1968,202211036,Profesor titular
1969,201648669,Profesor visitante
1970,200870670,Empleado
1971,201827092,Profesor visitante
1972,201163987,Profesor visitante
1973,201153225,Profesor visitante
1974,200638049,Estudiante
1975,201645350,Estudiante
1976,201200001,Estudiante
1977,201945669,Profesor titular
1978,202121485,Estudiante
1979,201000637,Profesor visitante
1980,201147816,Profesor titular
1981,201939826,Profesor visitante
1982,200000315,Profesor visitante
1983,202023755,Profesor titular
1984,201504868,Profesor visitante
1985,200788959,Profesor visitante
1986,201555334,Empleado
1987,200584770,Estudiante
1988,201469648,Profesor visitante
1989,201774272,Profesor titular
1990,200324166,Profesor visitante
1991,200709037,Empleado
1992,201636086,Profesor titular
1993,202138154,Profesor titular
1994,201469602,Profesor visitante
1995,201143713,Profesor visitante
1996,201667397,Profesor titular
1997,202297768,Estudiante
1998,200013879,Profesor titular
1999,200849326,Profesor titular
2000,200604604,Estudiante
2001,200629468,Profesor titular
2002,201058480,Empleado
2003,200275175,Empleado
2004,202059002,Empleado
2005,201701178,Profesor visitante
2006,201889087,Profesor titular
2007,201815021,Profesor visitante
2008,200701736,Profesor visitante
2009,202027504,Estudiante
2010,201220809,Profesor visitante
2011,200435614,Empleado
2012,200855449,Estudiante
2013,201860049,Profesor titular
2014,200736145,Estudiante
2015,201915330,Profesor visitante
2016,200593436,Empleado
2017,201351076,Profesor visitante
2018,200524732,Profesor titular
2019,202195597,Estudiante
2020,201845644,Empleado
2021,201126988,Profesor titular
2022,201455533,Empleado
2023,201433808,Profesor visitante
2024,202095858,Profesor titular
2025,202054975,Estudiante
2026,201277279,Estudiante
2027,201994622,Empleado
2028,201630089,Estudiante
2029,201324784,Estudiante
2030,201104656,Estudiante
2031,200655088,Estudiante
2032,201830684,Estudiante
2033,201543210,Empleado
2034,200475407,Estudiante
2035,201309675,Estudiante
2036,201595126,Empleado
2037,200493975,Profesor titular
2038,201825679,Estudiante
2039,200705076,Empleado
2040,200980488,Profesor visitante
2041,200914019,Profesor visitante
2042,202252112,Profesor visitante
2043,202050259,Estudiante
2044,201084230,Empleado
2045,201342719,Profesor visitante
2046,202082539,Empleado
2047,200498371,Profesor visitante
2048,201647996,Profesor titular
2049,200462527,Estudiante
2050,201829159,Profesor titular
2051,201042999,Empleado
2052,201819843,Estudiante
2053,200021088,Empleado
2054,200927735,Profesor visitante
2055,201377793,Estudiante
2056,201839144,Profesor visitante
2057,201953430,Estudiante
2058,200911376,Estudiante
2059,201685000,Profesor visitante
2060,201105929,Profesor visitante
2061,200944624,Estudiante
2062,200719527,Estudiante
2063,202229138,Profesor titular
2064,200147940,Profesor titular
2065,201765569,Profesor visitante
2066,202169953,Empleado
2067,201803448,Profesor visitante
2068,200164854,Empleado
2069,202220220,Estudiante
2070,200934292,Estudiante
2071,201805169,Profesor titular
2072,200120637,Estudiante
2073,201118832,Estudiante
2074,200061554,Empleado
2075,201620364,Empleado
2076,200142521,Estudiante
2077,200662804,Empleado
2078,200068031,Estudiante
2079,201458642,Profesor titular
2080,200497394,Profesor visitante
2081,201522002,Estudiante
2082,200742331,Profesor titular
2083,201014093,Profesor visitante
2084,202000529,Empleado
2085,201271249,Estudiante
2086,201902680,Profesor titular
2087,201507564,Profesor titular
2088,200720952,Profesor visitante
2089,201229136,Estudiante
2090,202113364,Empleado
2091,200383969,Empleado
2092,201776298,Empleado
2093,201680620,Estudiante
2094,200895426,Profesor titular
2095,200722978,Empleado
2096,200576129,Profesor titular
2097,200478873,Profesor titular
2098,200402432,Profesor visitante
2099,200268012,Profesor visitante
2100,200772927,Profesor visitante
2101,200223683,Estudiante
2102,201279540,Profesor titular
2103,202275330,Profesor visitante
2104,201661974,Profesor titular
2105,200394549,Profesor titular
2106,201541071,Empleado
2107,200101301,Profesor titular
2108,200560934,Estudiante
2109,201990838,Estudiante
2110,200460760,Profesor visitante
2111,200748701,Empleado
2112,200671073,Empleado
2113,201757928,Profesor visitante
2114,200351528,Profesor titular
2115,201740028,Profesor visitante
2116,202158396,Profesor titular
2117,200813150,Profesor visitante
2118,201101872,Profesor titular
2119,201496643,Empleado
2120,200508510,Profesor visitante
2121,201002988,Estudiante
2122,201660481,Empleado
2123,201586404,Profesor visitante
2124,201770018,Profesor visitante
2125,200008688,Empleado
2126,200525521,Empleado
2127,201697536,Profesor visitante
2128,201808626,Profesor titular
2129,200767493,Profesor titular
2130,201394028,Profesor titular
2131,202229923,Profesor visitante
2132,202269722,Estudiante
2133,200941472,Empleado
2134,200073430,Profesor visitante
2135,201247254,Empleado
2136,202239836,Profesor titular
2137,201926469,Estudiante
2138,201406059,Empleado
2139,200906861,Estudiante
2140,202206936,Empleado
2141,200530729,Empleado
2142,201971356,Profesor visitante
2143,201347058,Profesor titular
2144,202089332,Empleado
2145,201944005,Profesor visitante
2146,201598151,Profesor titular
2147,200599474,Estudiante
2148,202068982,Empleado
2149,201458238,Empleado
2150,200760687,Empleado
2151,201143011,Profesor visitante
2152,200918348,Profesor visitante
2153,201655736,Profesor titular
2154,201668116,Profesor titular
2155,200586864,Profesor titular
2156,200187775,Profesor visitante
2157,200863151,Profesor titular
2158,201405497,Profesor visitante
2159,200754052,Profesor titular
2160,202274862,Profesor visitante
2161,201788176,Estudiante
2162,201252857,Estudiante
2163,200795278,Estudiante
2164,200295663,Estudiante
2165,201119487,Estudiante
2166,200603066,Estudiante
2167,200311637,Empleado
2168,201817832,Profesor visitante
2169,200213377,Empleado
2170,200191813,Estudiante
2171,200723948,Profesor titular
2172,201083867,Empleado
2173,200078808,Profesor titular
2174,201983526,Empleado
2175,201727826,Profesor visitante
2176,201380654,Profesor titular
2177,201249405,Profesor visitante
2178,201102615,Estudiante
2179,201387908,Estudiante
2180,201482447,Estudiante
2181,201926673,Empleado
2182,201504954,Profesor visitante
2183,201092714,Empleado
2184,200993022,Profesor visitante
2185,201053129,Empleado
2186,200748711,Empleado
2187,201794987,Profesor visitante
2188,201951470,Profesor titular
2189,202224134,Profesor visitante
2190,202206842,Profesor titular
2191,201900895,Empleado
2192,201416268,Empleado
2193,200898295,Estudiante
2194,202318095,Estudiante
2195,200403732,Profesor visitante
2196,200612003,Estudiante
2197,200177867,Profesor visitante
2198,201913190,Empleado
2199,200163438,Profesor visitante
2200,202292960,Profesor titular
2201,201184455,Empleado
2202,200690174,Empleado
2203,201761795,Estudiante
2204,202252253,Empleado
2205,201080311,Empleado
2206,200722862,Empleado
2207,201213477,Profesor titular
2208,201798949,Profesor titular
2209,200430357,Estudiante
2210,200898777,Profesor titular
2211,201757769,Empleado
2212,200095147,Profesor titular
2213,201406271,Profesor visitante
2214,200687817,Profesor titular
2215,202020030,Empleado
2216,202038898,Empleado
2217,201957373,Empleado
2218,200548049,Estudiante
2219,201117028,Profesor visitante
2220,200766727,Estudiante
2221,201935979,Empleado
2222,202055900,Empleado
2223,200233748,Profesor visitante
2224,200390750,Empleado
2225,201247094,Empleado
2226,201673350,Profesor visitante
2227,200345493,Profesor visitante
2228,200080600,Profesor visitante
2229,200645703,Estudiante
2230,201406990,Profesor titular
2231,201276296,Profesor visitante
2232,201954689,Profesor visitante
2233,201096957,Estudiante
2234,202269083,Estudiante
2235,201794113,Profesor titular
2236,201579370,Empleado
2237,201247193,Empleado
2238,202248813,Profesor visitante
2239,202237471,Empleado
2240,200758383,Empleado
2241,200084934,Profesor visitante
2242,201450270,Profesor visitante
2243,200593536,Estudiante
2244,200432355,Profesor visitante
2245,200044180,Profesor titular
2246,201099195,Profesor visitante
2247,201980515,Profesor visitante
2248,201926507,Empleado
2249,200542646,Profesor visitante
2250,200786225,Profesor visitante
2251,200580038,Estudiante
2252,200741062,Estudiante
2253,201952969,Profesor visitante
2254,201261112,Estudiante
2255,200718064,Profesor visitante
2256,201513028,Profesor titular
2257,200363292,Estudiante
2258,201960258,Profesor visitante
2259,200489738,Profesor titular
2260,201887403,Profesor visitante
2261,201488685,Empleado
2262,200653793,Empleado
2263,202302813,Estudiante
2264,201692867,Profesor titular
2265,200304452,Profesor titular
2266,201453396,Empleado
2267,201525433,Profesor visitante
2268,201659988,Estudiante
2269,201650433,Profesor titular
2270,200622863,Estudiante
2271,200984102,Empleado
2272,201460559,Profesor visitante
2273,200125499,Profesor visitante
2274,201163675,Profesor visitante
2275,200726381,Empleado
2276,200992554,Profesor visitante
2277,201557284,Profesor titular
2278,200137222,Profesor titular
2279,202267934,Empleado
2280,202229701,Profesor titular
2281,200505879,Profesor titular
2282,201552827,Empleado
2283,202060392,Profesor visitante
2284,201789795,Profesor titular
2285,200110747,Empleado
2286,201597503,Estudiante
2287,202212171,Profesor visitante
2288,201825808,Empleado
2289,201965918,Profesor visitante
2290,200752044,Profesor visitante
2291,202199510,Estudiante
2292,201361196,Estudiante
2293,202289236,Estudiante
2294,200519670,Estudiante
2295,202225900,Empleado
2296,201666469,Profesor titular
2297,201339476,Profesor titular
2298,202173340,Profesor visitante
2299,200949835,Profesor titular
2300,200647826,Empleado
2301,202075836,Profesor visitante
2302,202214836,Profesor titular
2303,201617927,Profesor titular
2304,200583302,Estudiante
2305,201785897,Profesor titular
2306,201486648,Empleado
2307,201192690,Empleado
2308,201599275,Empleado
2309,201050938,Profesor visitante
2310,201654360,Profesor titular
2311,200744075,Profesor titular
2312,200527819,Profesor visitante
2313,202045676,Estudiante
2314,201987996,Profesor visitante
2315,200455850,Empleado
2316,200070113,Estudiante
2317,202065304,Estudiante
2318,201253039,Estudiante
2319,200997896,Estudiante
2320,201241051,Empleado
2321,200047062,Profesor titular
2322,200990328,Profesor visitante
2323,201894272,Profesor titular
2324,201036154,Empleado
2325,201702163,Estudiante
2326,200559248,Estudiante
2327,200987697,Empleado
2328,200274435,Empleado
2329,201940534,Estudiante
2330,200770167,Estudiante
2331,202018636,Empleado
2332,200161790,Empleado
2333,202014171,Profesor visitante
2334,201288268,Estudiante
2335,201948839,Profesor titular
2336,200658761,Estudiante
2337,200074434,Empleado
2338,202280860,Profesor visitante
2339,200166157,Profesor visitante
2340,200421309,Profesor visitante
2341,200499634,Estudiante
2342,200888321,Profesor visitante
2343,200782858,Profesor titular
2344,201469566,Profesor visitante
2345,202245055,Profesor visitante
2346,201950878,Profesor visitante
2347,202231125,Profesor visitante
2348,200254723,Empleado
2349,201294274,Profesor titular
2350,201229461,Empleado
2351,201334305,Profesor titular
2352,201396027,Empleado
2353,201048738,Estudiante
2354,202158766,Estudiante
2355,201115393,Profesor titular
2356,201421737,Empleado
2357,200235678,Empleado
2358,200889956,Empleado
2359,200274793,Empleado
2360,201701371,Profesor visitante
2361,201096531,Empleado
2362,201410673,Profesor titular
2363,201901798,Estudiante
2364,200283611,Profesor titular
2365,200054100,Estudiante
2366,200466256,Empleado
2367,201019759,Estudiante
2368,202281929,Estudiante
2369,202161383,Profesor visitante
2370,200804232,Profesor titular
2371,200456827,Empleado
2372,202121216,Empleado
2373,201461711,Empleado
2374,201847957,Profesor visitante
2375,200548052,Empleado
2376,200730583,Profesor titular
2377,201667303,Profesor titular
2378,201651173,Estudiante
2379,200506427,Estudiante
2380,201421093,Profesor visitante
2381,200580469,Empleado
2382,200217606,Estudiante
2383,201834309,Empleado
2384,200488800,Estudiante
2385,200700973,Profesor visitante
2386,201986946,Empleado
2387,200227649,Profesor titular
2388,201760632,Profesor titular
2389,201991808,Profesor visitante
2390,202232995,Estudiante
2391,201016716,Estudiante
2392,201397781,Profesor visitante
2393,202159902,Profesor titular
2394,200259852,Empleado
2395,201651628,Estudiante
2396,202072591,Empleado
2397,200556026,Empleado
2398,201571107,Profesor titular
2399,201925354,Estudiante
2400,200959523,Profesor visitante
2401,200460393,Estudiante
2402,202035293,Empleado
2403,201881659,Estudiante
2404,202212859,Profesor visitante
2405,200903614,Estudiante
2406,202319920,Profesor visitante
2407,200836592,Empleado
2408,201841399,Estudiante
2409,202199725,Profesor titular
2410,200095479,Profesor titular
2411,200212017,Estudiante
2412,201333391,Empleado
2413,200142447,Estudiante
2414,200158688,Profesor visitante
2415,201329661,Empleado
2416,201784740,Empleado
2417,201464051,Empleado
2418,201205189,Empleado
2419,200877964,Estudiante
2420,200393682,Estudiante
2421,200053406,Profesor visitante
2422,200642708,Estudiante
2423,200673877,Profesor titular
2424,200356348,Profesor visitante
2425,200653878,Profesor titular
2426,201348365,Profesor visitante
2427,200969268,Estudiante
2428,200470628,Empleado
2429,200013935,Profesor titular
2430,201622474,Profesor visitante
2431,200938351,Estudiante
2432,200426050,Empleado
2433,201864542,Profesor titular
2434,201014733,Profesor visitante
2435,200173923,Profesor visitante
2436,200713535,Profesor visitante
2437,201602678,Profesor titular
2438,200383339,Profesor titular
2439,200602612,Profesor titular
2440,201017416,Profesor visitante
2441,200813020,Estudiante
2442,200903415,Profesor titular
2443,201870123,Estudiante
2444,201344057,Empleado
2445,200070387,Profesor visitante
2446,200557541,Profesor titular
2447,201959818,Empleado
2448,200521686,Empleado
2449,200819485,Profesor visitante
2450,201069337,Profesor titular
2451,200203322,Empleado
2452,201287549,Estudiante
2453,200097434,Profesor titular
2454,200012924,Empleado
2455,200519530,Profesor visitante
2456,200663827,Estudiante
2457,202048142,Estudiante
2458,201154190,Estudiante
2459,201162191,Estudiante
2460,200200517,Empleado
2461,201449637,Empleado
2462,201238784,Empleado
2463,200773603,Profesor titular
2464,201975834,Profesor visitante
2465,201324584,Empleado
2466,200963619,Profesor titular
2467,201630719,Estudiante
2468,201627424,Empleado
2469,201827875,Profesor titular
2470,200937010,Empleado
2471,201393561,Profesor visitante
2472,201945295,Profesor titular
2473,201553784,Profesor titular
2474,200685785,Profesor visitante
2475,202028425,Empleado
2476,200086632,Profesor visitante
2477,200129626,Profesor titular
2478,200680818,Estudiante
2479,201488014,Estudiante
2480,200526092,Estudiante
2481,202256515,Empleado
2482,200422051,Empleado
2483,202075628,Profesor visitante
2484,201136776,Empleado
2485,200113433,Profesor titular
2486,200248712,Empleado
2487,201185612,Profesor visitante
2488,200553437,Estudiante
2489,200744109,Profesor visitante
2490,202006250,Empleado
2491,200691022,Profesor visitante
2492,200641609,Empleado
2493,201693347,Empleado
2494,202166160,Empleado
2495,200565037,Estudiante
2496,202129887,Profesor titular
2497,201476562,Empleado
2498,202281626,Estudiante
2499,200279924,Profesor titular
2500,201885253,Profesor visitante
2501,200516783,Profesor titular
2502,202102468,Estudiante
2503,201700355,Estudiante
2504,200543566,Profesor visitante
2505,200591168,Profesor titular
2506,201511992,Empleado
2507,202306189,Estudiante
2508,200753595,Empleado
2509,202243128,Estudiante
2510,200604132,Estudiante
2511,201336600,Profesor visitante
2512,201257568,Profesor visitante
2513,200402561,Estudiante
2514,201409241,Estudiante
2515,200238246,Profesor titular
2516,202099067,Empleado
2517,201477703,Estudiante
2518,201205894,Profesor titular
2519,202312890,Empleado
2520,200150380,Estudiante
2521,200621878,Profesor titular
2522,200989537,Profesor visitante
2523,200962270,Profesor titular
2524,202277664,Profesor visitante
2525,200535126,Empleado
2526,201587349,Profesor titular
2527,202267127,Estudiante
2528,201149873,Profesor titular
2529,200983063,Empleado
2530,201876643,Estudiante
2531,202159807,Estudiante
2532,200983504,Profesor visitante
2533,200541330,Estudiante
2534,201883986,Empleado
2535,201674654,Empleado
2536,200212760,Empleado
2537,201149473,Profesor visitante
2538,201954077,Estudiante
2539,201318933,Estudiante
2540,202233019,Profesor titular
2541,202251140,Empleado
2542,201090184,Empleado
2543,200788625,Empleado
2544,201544112,Profesor titular
2545,201337374,Profesor titular
2546,201637822,Estudiante
2547,201228106,Estudiante
2548,202001564,Profesor titular
2549,201883287,Empleado
2550,201960881,Empleado
2551,200081119,Estudiante
2552,201024089,Empleado
2553,202181301,Profesor visitante
2554,200155838,Profesor visitante
2555,200657848,Profesor visitante
2556,200021006,Profesor visitante
2557,201967542,Profesor visitante
2558,200410359,Profesor visitante
2559,200717363,Profesor visitante
2560,200173906,Profesor titular
2561,201719345,Estudiante
2562,201274636,Empleado
2563,202276022,Profesor titular
2564,200358852,Profesor visitante
2565,201042374,Profesor visitante
2566,200028213,Profesor titular
2567,202184238,Profesor visitante
2568,200399853,Empleado
2569,201318085,Profesor titular
2570,200321558,Profesor titular
2571,200549276,Profesor visitante
2572,200352010,Estudiante
2573,200743721,Estudiante
2574,201006836,Profesor visitante
2575,202101817,Profesor titular
2576,201447406,Estudiante
2577,201401763,Profesor visitante
2578,200826994,Profesor titular
2579,200170824,Empleado
2580,200805575,Profesor titular
2581,200396126,Profesor visitante
2582,201496551,Profesor visitante
2583,200836551,Profesor titular
2584,200501860,Profesor titular
2585,200993963,Profesor titular
2586,200399200,Profesor visitante
2587,201526480,Profesor visitante
2588,201529822,Profesor titular
2589,201272268,Estudiante
2590,201759246,Profesor titular
2591,201062991,Profesor titular
2592,202246810,Empleado
2593,201983062,Profesor visitante
2594,200735522,Estudiante
2595,200294437,Empleado
2596,200096892,Profesor visitante
2597,200603962,Profesor titular
2598,200183756,Estudiante
2599,201643272,Estudiante
2600,201296845,Profesor visitante
2601,200799299,Profesor visitante
2602,200653613,Empleado
2603,202218976,Estudiante
2604,201158840,Profesor titular
2605,202310586,Profesor visitante
2606,202189585,Estudiante
2607,202127216,Empleado
2608,200535796,Profesor visitante
2609,201319438,Estudiante
2610,201791724,Estudiante
2611,200524329,Empleado
2612,200369904,Profesor visitante
2613,201325969,Profesor titular
2614,201852192,Profesor visitante
2615,200421523,Profesor visitante
2616,201842230,Profesor visitante
2617,201015454,Empleado
2618,200450521,Estudiante
2619,201077775,Estudiante
2620,201526427,Empleado
2621,200982271,Profesor visitante
2622,201424586,Estudiante
2623,200492536,Empleado
2624,201702370,Profesor visitante
2625,202242202,Empleado
2626,202166306,Profesor titular
2627,201979930,Estudiante
2628,202178490,Profesor visitante
2629,201627502,Profesor visitante
2630,202091059,Profesor titular
2631,200525945,Profesor titular
2632,201753962,Profesor visitante
2633,200711097,Profesor visitante
2634,200647477,Profesor titular
2635,200604414,Profesor titular
2636,201450189,Estudiante
2637,200515603,Profesor visitante
2638,201255712,Estudiante
2639,202097082,Empleado
2640,200370685,Empleado
2641,200370432,Profesor visitante
2642,200111270,Profesor visitante
2643,201147640,Estudiante
2644,201210182,Profesor visitante
2645,201547841,Profesor visitante
2646,202291550,Empleado
2647,201861388,Profesor titular
2648,201840591,Profesor visitante
2649,201047803,Empleado
2650,200616735,Profesor visitante
2651,201055021,Estudiante
2652,201403197,Estudiante
2653,201397065,Empleado
2654,202109237,Profesor visitante
2655,202239871,Estudiante
2656,201065964,Empleado
2657,202269698,Estudiante
2658,200133116,Profesor visitante
2659,202127436,Empleado
2660,201203716,Profesor visitante
2661,201042292,Profesor visitante
2662,201505302,Profesor visitante
2663,201125522,Profesor visitante
2664,200504509,Profesor titular
2665,201939293,Profesor titular
2666,202084036,Empleado
2667,200828033,Empleado
2668,200824580,Estudiante
2669,200209792,Estudiante
2670,201659143,Empleado
2671,200297272,Profesor titular
2672,200006486,Estudiante
2673,200500952,Profesor titular
2674,202181328,Profesor titular
2675,200566368,Estudiante
2676,200122086,Empleado
2677,200978715,Profesor titular
2678,200322987,Estudiante
2679,201050736,Profesor visitante
2680,201708412,Profesor visitante
2681,201158716,Estudiante
2682,200251598,Profesor titular
2683,202192291,Profesor visitante
2684,202289143,Profesor titular
2685,202021819,Profesor visitante
2686,201505484,Estudiante
2687,200493028,Estudiante
2688,202273228,Profesor titular
2689,201185962,Estudiante
2690,200279531,Profesor visitante
2691,201590343,Empleado
2692,200623205,Estudiante
2693,200192234,Profesor titular
2694,201710932,Estudiante
2695,201753915,Empleado
2696,202285090,Estudiante
2697,200622204,Profesor titular
2698,202292456,Estudiante
2699,200396523,Empleado
2700,202154283,Profesor visitante
2701,200489481,Profesor titular
2702,201969238,Profesor visitante
2703,201368207,Profesor visitante
2704,200696471,Profesor titular
2705,201051060,Empleado
2706,200736463,Empleado
2707,201891841,Empleado
2708,200195435,Estudiante
2709,200668572,Estudiante
2710,201831276,Profesor titular
2711,200976596,Profesor titular
2712,201939031,Profesor visitante
2713,201869870,Estudiante
2714,202209041,Empleado
2715,200333707,Profesor titular
2716,200609414,Empleado
2717,200432934,Estudiante
2718,201502300,Profesor visitante
2719,200595230,Profesor titular
2720,200931216,Empleado
2721,200280144,Empleado
2722,201230737,Empleado
2723,202253294,Profesor visitante
2724,201709069,Empleado
2725,200486763,Profesor visitante
2726,200845371,Estudiante
2727,201867551,Profesor visitante
2728,200259463,Estudiante
2729,201664653,Estudiante
2730,201579102,Estudiante
2731,200332421,Profesor titular
2732,201954161,Empleado
2733,201409213,Estudiante
2734,201334889,Empleado
2735,200998662,Empleado
2736,201642328,Estudiante
2737,200184193,Estudiante
2738,202253939,Estudiante
2739,200806425,Estudiante
2740,200540721,Estudiante
2741,201413038,Profesor visitante
2742,202274554,Estudiante
2743,201660859,Empleado
2744,201290900,Profesor visitante
2745,201356269,Profesor titular
2746,202149748,Empleado
2747,200482755,Profesor titular
2748,200328099,Profesor visitante
2749,202053345,Empleado
2750,200513470,Empleado
2751,201887845,Estudiante
2752,200263764,Estudiante
2753,200196963,Profesor visitante
2754,201162133,Profesor titular
2755,202319249,Profesor visitante
2756,201173094,Empleado
2757,200884941,Empleado
2758,200088343,Profesor titular
2759,201803897,Empleado
2760,201953178,Estudiante
2761,202157547,Profesor titular
2762,202317873,Profesor visitante
2763,200831936,Profesor visitante
2764,201184482,Estudiante
2765,202113687,Empleado
2766,201586475,Profesor titular
2767,201265301,Estudiante
2768,201976826,Estudiante
2769,201433721,Empleado
2770,201315707,Profesor visitante
2771,201713041,Estudiante
2772,202312547,Empleado
2773,200880163,Estudiante
2774,200236933,Estudiante
2775,200586193,Estudiante
2776,202067790,Profesor titular
2777,202228055,Estudiante
2778,200910527,Profesor visitante
2779,200108472,Estudiante
2780,202207438,Empleado
2781,200911485,Estudiante
2782,201792110,Estudiante
2783,200436820,Profesor visitante
2784,202092624,Empleado
2785,200990981,Estudiante
2786,200125121,Profesor visitante
2787,200878180,Empleado
2788,200650089,Profesor titular
2789,200217959,Empleado
2790,200498637,Estudiante
2791,201808673,Profesor visitante
2792,200081380,Profesor titular
2793,202300852,Profesor visitante
2794,201782329,Empleado
2795,200808496,Profesor titular
2796,201099920,Estudiante
2797,200601776,Estudiante
2798,200451982,Estudiante
2799,200491477,Profesor titular
2800,200159872,Profesor titular
2801,201005839,Profesor titular
2802,201113188,Profesor visitante
2803,201424122,Estudiante
2804,200122104,Profesor visitante
2805,201736285,Empleado
2806,200232236,Profesor titular
2807,200337003,Empleado
2808,200744449,Profesor titular
2809,200447961,Profesor visitante
2810,201411264,Empleado
2811,201275060,Empleado
2812,200682107,Profesor visitante
2813,201704921,Estudiante
2814,202098263,Empleado
2815,200027371,Empleado
2816,201387946,Profesor titular
2817,200543221,Estudiante
2818,200892784,Profesor titular
2819,201034616,Estudiante
2820,201055825,Profesor visitante
2821,200806333,Empleado
2822,200846320,Estudiante
2823,201890027,Profesor titular
2824,201355426,Empleado
2825,200893366,Profesor titular
2826,202175351,Estudiante
2827,201617067,Profesor titular
2828,202208624,Empleado
2829,201891127,Empleado
2830,200892864,Profesor visitante
2831,201129795,Profesor titular
2832,201588160,Empleado
2833,200683927,Profesor titular
2834,201023039,Empleado
2835,200742186,Empleado
2836,200915197,Profesor visitante
2837,202232503,Estudiante
2838,201840461,Profesor titular
2839,200233317,Profesor visitante
2840,201101320,Profesor titular
2841,201229940,Empleado
2842,200339740,Empleado
2843,201925053,Profesor visitante
2844,201597692,Estudiante
2845,201519620,Profesor visitante
2846,201725941,Estudiante
2847,201812246,Empleado
2848,200804103,Estudiante
2849,202008440,Profesor visitante
2850,200719905,Profesor visitante
2851,200838001,Estudiante
2852,201247356,Empleado
2853,200617425,Profesor titular
2854,201479384,Profesor titular
2855,201744050,Empleado
2856,200256562,Profesor titular
2857,200658955,Estudiante
2858,201449484,Estudiante
2859,202223156,Profesor visitante
2860,200527176,Profesor visitante
2861,200910619,Profesor titular
2862,200492909,Profesor titular
2863,201288338,Empleado
2864,201986556,Profesor titular
2865,200258087,Profesor visitante
2866,200314248,Profesor visitante
2867,200898912,Empleado
2868,200523419,Empleado
2869,200574236,Profesor titular
2870,200335211,Profesor visitante
2871,200367801,Profesor visitante
2872,200340086,Empleado
2873,201705041,Empleado
2874,200522651,Empleado
2875,200914348,Estudiante
2876,202288556,Profesor titular
2877,200780716,Profesor visitante
2878,201225586,Empleado
2879,201250530,Empleado
2880,201571849,Profesor titular
2881,200735675,Profesor titular
2882,202257526,Estudiante
2883,201098598,Profesor visitante
2884,200520345,Profesor titular
2885,200319985,Profesor visitante
2886,201351166,Profesor visitante
2887,200817103,Profesor titular
2888,200705237,Estudiante
2889,202309542,Profesor titular
2890,202074460,Profesor titular
2891,200142294,Empleado
2892,200766380,Profesor titular
2893,200023115,Empleado
2894,201547258,Profesor visitante
2895,201289157,Profesor titular
2896,201291965,Profesor visitante
2897,201852622,Profesor titular
2898,200705475,Profesor visitante
2899,200282155,Empleado
2900,200909187,Estudiante
2901,201608886,Profesor titular
2902,201863507,Profesor titular
2903,200134044,Profesor titular
2904,200016744,Profesor titular
2905,200361940,Profesor titular
2906,201816960,Profesor titular
2907,202026913,Profesor titular
2908,200877359,Profesor titular
2909,200131042,Profesor titular
2910,202034901,Estudiante
2911,201772656,Profesor titular
2912,200842450,Empleado
2913,200252331,Profesor titular
2914,201847852,Profesor visitante
2915,202062947,Empleado
2916,201126371,Profesor titular
2917,200007871,Empleado
2918,201118427,Empleado
2919,201574002,Empleado
2920,200480429,Estudiante
2921,201103350,Profesor titular
2922,201011045,Estudiante
2923,201495750,Estudiante
2924,200523997,Profesor titular
2925,200678413,Empleado
2926,200858825,Profesor titular
2927,200057357,Profesor titular
2928,200031857,Estudiante
